age,duration,campaign,pdays,previous,y
42,305,1,-1,0,0
46,111,1,-1,0,0
48,281,1,-1,0,0
37,241,4,-1,0,0
57,185,1,-1,0,0
35,901,1,-1,0,1
29,235,1,-1,0,0
47,144,1,-1,0,0
30,266,1,-1,0,0
60,121,3,-1,0,0
27,162,6,-1,0,0
55,192,1,-1,0,0
52,124,1,-1,0,0
42,108,2,-1,0,0
28,93,1,-1,0,0
26,998,4,-1,0,1
35,1019,1,-1,0,0
44,73,1,-1,0,0
38,211,1,-1,0,0
39,156,1,-1,0,0
33,119,5,-1,0,0
28,30,2,-1,0,0
35,402,1,-1,0,0
31,371,1,-1,0,0
56,226,1,-1,0,0
48,105,1,-1,0,0
53,218,1,-1,0,0
54,158,1,-1,0,0
49,168,1,-1,0,0
50,387,1,-1,0,0
32,68,1,-1,0,0
40,217,1,-1,0,0
44,183,1,-1,0,0
34,129,1,-1,0,0
38,121,1,-1,0,0
46,41,1,-1,0,0
30,327,1,-1,0,0
60,160,1,-1,0,0
47,89,1,-1,0,0
47,105,1,-1,0,0
40,192,1,-1,0,0
42,272,1,-1,0,0
39,364,1,-1,0,0
30,255,1,-1,0,1
29,90,1,-1,0,0
38,624,1,-1,0,0
30,128,6,-1,0,0
31,81,3,-1,0,0
56,51,1,-1,0,0
32,75,1,-1,0,0
33,384,1,-1,0,0
54,268,1,-1,0,0
31,497,1,-1,0,0
28,165,1,-1,0,0
57,42,1,-1,0,0
33,181,1,-1,0,0
38,234,1,-1,0,0
59,121,1,-1,0,0
60,190,1,-1,0,0
59,298,1,-1,0,0
57,356,1,-1,0,0
41,783,1,-1,0,0
40,228,1,-1,0,0
43,1102,1,-1,0,0
39,441,1,-1,0,0
38,370,1,-1,0,0
33,489,1,-1,0,0
50,103,1,-1,0,0
41,277,1,-1,0,0
46,154,1,-1,0,0
35,144,1,-1,0,0
33,633,1,-1,0,0
37,214,1,-1,0,0
31,37,1,-1,0,0
36,793,1,-1,0,0
30,473,1,-1,0,0
37,140,2,-1,0,0
32,412,1,-1,0,0
36,455,1,-1,0,0
36,503,1,-1,0,0
41,439,1,-1,0,0
30,152,1,-1,0,0
30,174,1,-1,0,0
45,804,1,-1,0,1
30,179,1,-1,0,0
34,961,1,-1,0,1
42,347,1,-1,0,0
43,58,1,-1,0,0
26,221,1,-1,0,0
45,329,1,-1,0,0
35,187,1,-1,0,0
47,39,1,-1,0,1
59,982,1,-1,0,1
51,324,1,-1,0,0
29,171,1,-1,0,0
39,149,1,-1,0,0
35,147,1,-1,0,0
29,45,1,-1,0,0
52,224,1,-1,0,0
29,150,1,-1,0,0
43,117,1,-1,0,0
34,95,1,-1,0,0
38,96,1,-1,0,0
58,48,2,-1,0,0
46,292,1,-1,0,0
50,369,6,-1,0,0
60,100,1,-1,0,0
33,184,1,-1,0,0
48,285,1,-1,0,0
28,418,4,-1,0,0
57,532,2,-1,0,0
56,467,1,-1,0,0
34,38,1,-1,0,0
35,220,1,-1,0,0
47,330,1,-1,0,0
41,584,1,-1,0,1
51,613,1,-1,0,0
27,152,6,-1,0,0
56,542,1,-1,0,0
42,210,1,-1,0,0
32,120,1,-1,0,0
41,122,1,-1,0,0
34,132,1,-1,0,0
48,108,1,-1,0,0
36,80,1,-1,0,0
56,143,1,-1,0,0
32,212,1,-1,0,0
43,279,1,-1,0,0
35,154,1,-1,0,0
56,68,1,-1,0,0
32,182,1,-1,0,0
55,123,1,-1,0,0
34,185,1,-1,0,0
38,478,1,-1,0,0
55,136,1,-1,0,0
37,27,1,-1,0,0
56,173,1,-1,0,0
37,259,1,-1,0,0
51,157,1,-1,0,0
40,277,1,-1,0,0
33,526,1,-1,0,0
37,283,1,-1,0,0
33,506,3,-1,0,0
42,563,1,-1,0,0
54,66,1,-1,0,0
49,579,1,-1,0,0
35,421,1,-1,0,0
35,301,1,-1,0,0
41,188,1,-1,0,0
37,123,1,-1,0,0
56,288,1,-1,0,0
36,633,1,-1,0,0
36,111,1,-1,0,0
34,268,1,-1,0,0
40,262,1,-1,0,0
34,307,1,-1,0,0
34,58,1,-1,0,0
38,446,1,-1,0,0
39,102,9,-1,0,0
37,151,1,-1,0,0
25,133,1,-1,0,0
39,466,1,-1,0,0
36,226,1,-1,0,0
34,380,1,-1,0,0
39,358,1,-1,0,0
33,209,1,-1,0,0
31,114,1,-1,0,0
60,421,6,-1,0,0
46,207,1,-1,0,0
49,139,1,-1,0,0
31,112,1,-1,0,0
56,323,1,-1,0,0
58,400,1,-1,0,0
32,428,1,-1,0,0
30,81,7,-1,0,0
29,313,1,-1,0,0
28,720,2,-1,0,1
50,328,1,-1,0,0
60,361,2,-1,0,0
25,45,1,-1,0,0
46,85,1,-1,0,0
57,73,1,-1,0,0
26,486,1,-1,0,0
57,144,2,-1,0,0
56,83,1,-1,0,0
56,123,1,-1,0,0
53,190,1,-1,0,0
58,445,1,-1,0,0
44,81,3,-1,0,0
58,161,5,-1,0,0
27,245,1,-1,0,0
29,45,1,-1,0,0
35,228,1,-1,0,0
59,293,1,-1,0,0
29,627,1,-1,0,1
34,92,1,-1,0,0
30,244,1,-1,0,0
25,1341,7,-1,0,1
30,634,1,-1,0,1
54,144,1,-1,0,0
36,148,1,-1,0,0
53,197,1,-1,0,0
26,604,1,-1,0,0
31,270,1,-1,0,0
33,210,1,-1,0,0
32,269,1,-1,0,0
45,446,1,-1,0,0
32,71,1,-1,0,0
41,121,1,-1,0,0
37,573,6,-1,0,0
30,829,5,-1,0,1
47,476,4,-1,0,1
35,136,1,-1,0,0
47,360,17,-1,0,0
59,96,1,-1,0,0
58,227,7,-1,0,0
57,724,1,-1,0,1
38,500,1,-1,0,1
34,559,2,-1,0,0
28,353,1,-1,0,0
54,2029,1,-1,0,1
28,57,3,-1,0,0
37,351,2,-1,0,0
34,129,1,-1,0,0
59,60,1,-1,0,0
29,270,2,-1,0,0
46,502,2,-1,0,0
49,227,1,-1,0,0
25,1499,3,-1,0,1
37,186,1,-1,0,0
58,82,5,-1,0,0
37,108,1,-1,0,0
30,81,6,-1,0,0
34,240,1,-1,0,0
50,189,1,-1,0,0
41,72,1,-1,0,0
50,160,3,-1,0,0
44,99,1,-1,0,0
52,340,1,-1,0,0
29,183,1,-1,0,0
49,564,2,-1,0,0
54,151,4,-1,0,0
46,90,9,-1,0,0
30,363,2,-1,0,0
48,114,1,-1,0,0
49,192,1,-1,0,0
30,119,2,-1,0,0
37,154,4,-1,0,0
29,171,1,-1,0,0
41,387,2,-1,0,0
35,223,8,-1,0,0
35,480,4,-1,0,0
45,156,7,-1,0,0
49,834,10,-1,0,0
51,412,1,-1,0,0
45,164,5,-1,0,0
42,562,1,-1,0,0
41,326,5,-1,0,0
27,127,1,-1,0,0
36,290,2,-1,0,0
46,185,1,-1,0,0
37,118,1,-1,0,0
37,377,3,-1,0,0
33,524,3,-1,0,0
37,85,6,-1,0,0
41,61,4,-1,0,0
60,180,3,-1,0,0
30,1399,1,-1,0,1
52,374,3,-1,0,0
30,133,3,-1,0,0
26,1187,3,-1,0,1
37,460,1,-1,0,0
46,270,7,-1,0,0
44,338,9,-1,0,0
29,171,5,-1,0,0
26,721,3,-1,0,0
33,182,1,-1,0,0
31,487,1,-1,0,1
58,229,4,-1,0,0
54,140,3,-1,0,0
39,113,6,-1,0,0
44,109,5,-1,0,0
32,55,6,-1,0,0
33,184,3,-1,0,0
39,148,20,-1,0,0
37,91,15,-1,0,0
35,144,5,-1,0,0
29,1097,3,-1,0,1
36,150,10,-1,0,0
25,300,3,-1,0,0
41,465,7,-1,0,0
53,154,14,-1,0,0
53,311,27,-1,0,0
27,123,4,-1,0,0
29,176,1,-1,0,0
52,924,5,-1,0,0
50,200,5,-1,0,0
33,212,1,-1,0,0
40,258,1,-1,0,0
41,117,1,-1,0,0
39,194,3,-1,0,0
29,114,1,-1,0,0
41,215,1,-1,0,0
30,58,1,-1,0,0
48,175,1,-1,0,0
44,122,2,-1,0,0
56,166,1,-1,0,0
35,89,1,-1,0,0
59,189,1,-1,0,0
40,159,1,-1,0,0
36,393,1,-1,0,0
32,508,1,-1,0,0
26,522,1,-1,0,0
28,166,1,-1,0,0
38,545,2,-1,0,0
51,67,1,-1,0,0
40,264,3,-1,0,0
32,812,1,-1,0,1
38,404,1,-1,0,0
26,191,1,-1,0,0
54,104,1,-1,0,0
27,170,1,-1,0,0
34,90,1,-1,0,0
38,333,1,-1,0,0
36,252,1,-1,0,0
33,443,1,-1,0,0
59,67,1,-1,0,0
39,467,1,-1,0,0
38,159,1,-1,0,0
51,57,1,-1,0,0
37,484,1,-1,0,0
34,378,1,-1,0,0
34,772,1,-1,0,0
35,230,1,-1,0,0
36,136,1,-1,0,0
51,451,1,-1,0,0
27,124,1,-1,0,0
37,283,1,-1,0,0
34,55,1,-1,0,0
33,203,1,-1,0,0
37,143,2,-1,0,0
33,43,1,-1,0,0
53,108,1,-1,0,0
38,117,3,-1,0,0
50,170,2,-1,0,0
40,131,2,-1,0,0
26,102,2,-1,0,0
31,151,2,-1,0,0
55,269,2,-1,0,0
27,143,2,-1,0,0
31,196,2,-1,0,0
50,479,2,-1,0,0
39,211,2,-1,0,0
51,128,2,-1,0,0
43,183,2,-1,0,0
34,439,2,-1,0,0
53,86,2,-1,0,0
60,165,2,-1,0,0
42,148,2,-1,0,0
47,106,2,-1,0,0
27,321,2,-1,0,0
38,891,2,-1,0,0
47,80,2,-1,0,0
46,76,2,-1,0,0
41,132,2,-1,0,0
45,216,2,-1,0,0
55,318,2,-1,0,0
37,141,2,-1,0,0
37,906,2,-1,0,0
51,139,2,-1,0,0
55,41,2,-1,0,0
32,93,2,-1,0,0
58,564,2,-1,0,0
34,31,2,-1,0,0
28,16,2,-1,0,0
47,518,3,-1,0,0
47,87,2,-1,0,0
34,504,2,-1,0,0
39,98,2,-1,0,0
57,93,2,-1,0,0
57,82,2,-1,0,0
32,223,2,-1,0,0
59,67,2,-1,0,0
41,59,2,-1,0,0
58,186,2,-1,0,0
49,1060,2,-1,0,1
29,249,2,-1,0,0
31,60,2,-1,0,0
36,126,2,-1,0,0
56,52,4,-1,0,0
51,222,7,-1,0,0
29,109,2,-1,0,0
34,113,2,-1,0,0
39,112,2,-1,0,0
34,173,2,-1,0,0
33,261,2,-1,0,0
43,87,2,-1,0,0
42,42,2,-1,0,0
34,131,2,-1,0,0
36,147,10,-1,0,0
50,717,2,-1,0,0
34,286,2,-1,0,0
35,614,2,-1,0,1
38,50,2,-1,0,0
42,83,2,-1,0,0
47,289,2,-1,0,0
41,117,2,-1,0,0
32,85,2,-1,0,0
48,487,3,-1,0,0
44,256,2,-1,0,0
49,103,2,-1,0,0
46,181,2,-1,0,0
56,348,2,-1,0,0
43,154,2,-1,0,0
46,196,2,-1,0,0
55,593,2,-1,0,0
35,71,3,-1,0,0
56,118,2,-1,0,0
44,47,2,-1,0,0
29,314,2,-1,0,0
58,965,2,-1,0,0
56,123,2,-1,0,0
52,94,2,-1,0,0
42,144,2,-1,0,0
58,116,2,-1,0,0
35,146,2,-1,0,0
32,712,2,-1,0,0
30,366,2,-1,0,0
50,502,2,-1,0,0
38,260,2,-1,0,0
38,184,2,-1,0,0
44,251,2,-1,0,0
45,128,2,-1,0,0
60,764,2,-1,0,1
60,1120,2,-1,0,1
59,16,2,-1,0,0
37,970,2,-1,0,0
29,963,2,-1,0,1
49,64,2,-1,0,0
55,1973,2,-1,0,1
39,117,2,-1,0,0
37,141,2,-1,0,0
55,232,2,-1,0,0
41,178,2,-1,0,0
33,1041,2,-1,0,1
48,324,2,-1,0,0
32,1389,2,-1,0,0
27,120,10,-1,0,0
59,61,2,-1,0,0
52,213,2,-1,0,0
55,121,2,-1,0,0
42,636,2,-1,0,0
59,330,2,-1,0,0
40,919,2,-1,0,0
31,100,2,-1,0,0
37,210,2,-1,0,0
37,71,2,-1,0,0
26,255,3,-1,0,0
33,260,2,-1,0,0
34,666,2,-1,0,0
59,498,2,-1,0,0
37,92,2,-1,0,0
47,344,2,-1,0,0
55,221,2,-1,0,0
28,189,2,-1,0,0
50,184,2,-1,0,0
40,154,2,-1,0,0
35,271,2,-1,0,0
54,159,2,-1,0,0
35,134,2,-1,0,0
54,470,2,-1,0,0
44,221,2,-1,0,0
40,595,2,-1,0,0
46,211,2,-1,0,0
34,254,2,-1,0,0
49,178,2,-1,0,0
45,106,2,-1,0,0
31,184,2,-1,0,0
32,333,2,-1,0,0
37,69,2,-1,0,0
37,94,2,-1,0,0
40,271,2,-1,0,0
36,396,3,-1,0,0
45,145,2,-1,0,0
31,215,2,-1,0,0
58,94,2,-1,0,0
27,271,5,-1,0,0
44,911,2,-1,0,1
35,165,2,-1,0,0
50,196,2,-1,0,0
25,437,7,-1,0,0
36,135,2,-1,0,0
39,193,2,-1,0,0
38,328,2,-1,0,0
42,342,2,-1,0,0
32,425,2,-1,0,0
38,151,2,-1,0,0
35,163,2,-1,0,0
31,773,3,-1,0,0
30,188,2,-1,0,0
25,549,2,-1,0,0
47,853,2,-1,0,1
31,172,2,-1,0,0
29,161,4,-1,0,0
44,96,2,-1,0,0
35,1649,2,-1,0,1
53,1310,2,-1,0,1
46,1187,3,-1,0,0
36,135,2,-1,0,0
47,151,2,-1,0,0
43,324,2,-1,0,0
39,77,2,-1,0,0
37,122,2,-1,0,0
33,122,2,-1,0,0
45,175,2,-1,0,0
29,246,2,-1,0,0
35,330,2,-1,0,0
59,607,2,-1,0,0
46,104,2,-1,0,0
39,114,2,-1,0,0
58,83,2,-1,0,0
33,332,2,-1,0,0
35,125,2,-1,0,0
49,236,2,-1,0,0
55,65,2,-1,0,0
31,216,2,-1,0,0
25,114,2,-1,0,0
43,324,2,-1,0,0
34,68,3,-1,0,0
25,61,2,-1,0,0
45,179,2,-1,0,0
52,349,2,-1,0,0
29,113,3,-1,0,0
32,90,2,-1,0,0
47,256,2,-1,0,0
48,102,2,-1,0,0
45,287,2,-1,0,0
30,41,2,-1,0,0
38,221,3,-1,0,0
45,329,2,-1,0,0
31,97,2,-1,0,0
60,96,2,-1,0,0
35,227,2,-1,0,0
36,80,2,-1,0,0
50,56,2,-1,0,0
49,102,2,-1,0,0
44,194,2,-1,0,0
42,285,2,-1,0,0
33,231,2,-1,0,0
41,53,8,-1,0,0
55,276,3,-1,0,0
37,505,2,-1,0,0
48,211,3,-1,0,0
55,116,2,-1,0,0
29,135,3,-1,0,0
59,94,3,-1,0,0
27,172,3,-1,0,0
40,84,2,-1,0,0
37,367,2,-1,0,0
34,103,3,-1,0,0
33,244,7,-1,0,0
28,158,3,-1,0,0
29,611,2,-1,0,0
51,78,3,-1,0,0
58,306,2,-1,0,0
55,79,3,-1,0,0
31,126,6,-1,0,0
44,289,3,-1,0,0
40,297,3,-1,0,0
45,66,2,-1,0,0
60,64,2,-1,0,0
51,120,3,-1,0,0
30,72,4,-1,0,0
40,767,12,-1,0,0
31,328,2,-1,0,0
42,151,2,-1,0,0
56,329,5,-1,0,0
35,84,2,-1,0,0
34,105,3,-1,0,0
53,214,3,-1,0,0
25,189,3,-1,0,0
35,1397,3,-1,0,1
29,192,2,-1,0,0
32,331,2,-1,0,0
31,155,2,-1,0,0
41,137,3,-1,0,0
51,333,2,-1,0,0
46,44,14,-1,0,0
44,173,6,-1,0,0
30,209,2,-1,0,0
53,122,3,-1,0,0
32,238,3,-1,0,0
39,84,3,-1,0,0
60,363,3,-1,0,0
28,226,4,-1,0,0
55,97,3,-1,0,0
43,80,3,-1,0,0
46,187,3,-1,0,0
28,467,3,-1,0,0
48,549,3,-1,0,0
33,254,2,-1,0,0
32,460,3,-1,0,0
46,247,2,-1,0,0
43,1153,3,-1,0,1
32,121,3,-1,0,0
46,151,2,-1,0,0
49,281,3,-1,0,0
27,132,4,-1,0,0
33,126,3,-1,0,0
34,56,3,-1,0,0
35,69,2,-1,0,0
45,55,2,-1,0,0
48,251,2,-1,0,0
48,125,5,-1,0,0
35,183,3,-1,0,0
36,119,2,-1,0,0
59,127,3,-1,0,0
43,74,2,-1,0,0
36,74,6,-1,0,0
34,634,3,-1,0,0
52,297,3,-1,0,0
60,113,3,-1,0,0
32,213,3,-1,0,0
44,51,2,-1,0,0
36,124,12,-1,0,0
50,58,11,-1,0,0
54,219,3,-1,0,0
32,310,3,-1,0,0
37,144,2,-1,0,0
37,76,2,-1,0,0
32,41,2,-1,0,0
32,397,3,-1,0,0
28,101,3,-1,0,0
33,305,3,-1,0,0
47,227,4,-1,0,0
50,111,3,-1,0,0
53,319,3,-1,0,0
38,766,3,-1,0,1
54,673,8,-1,0,0
32,86,3,-1,0,0
37,388,3,-1,0,0
32,334,3,-1,0,0
54,191,3,-1,0,0
47,77,2,-1,0,0
42,129,2,-1,0,0
49,162,3,-1,0,0
45,292,3,-1,0,0
44,331,2,-1,0,0
34,788,2,-1,0,1
34,64,3,-1,0,0
49,171,4,-1,0,0
42,72,3,-1,0,0
43,105,3,-1,0,0
40,106,4,-1,0,0
41,126,3,-1,0,0
47,122,2,-1,0,0
43,124,3,-1,0,0
35,201,3,-1,0,0
34,616,3,-1,0,0
50,68,3,-1,0,0
52,245,3,-1,0,0
32,79,3,-1,0,0
50,130,3,-1,0,0
40,204,3,-1,0,0
58,145,2,-1,0,0
40,699,3,-1,0,0
29,140,2,-1,0,0
30,768,2,-1,0,0
50,1130,3,-1,0,1
41,80,3,-1,0,0
43,341,3,-1,0,0
57,417,3,-1,0,0
45,154,4,-1,0,0
42,455,3,-1,0,0
53,85,3,-1,0,0
49,225,2,-1,0,0
27,243,3,-1,0,0
57,85,2,-1,0,0
29,76,2,-1,0,0
33,163,2,-1,0,0
43,568,8,-1,0,0
35,334,3,-1,0,0
43,1062,4,-1,0,1
52,393,5,-1,0,0
51,364,3,-1,0,0
31,229,3,-1,0,0
31,118,4,-1,0,0
39,111,2,-1,0,0
29,115,2,-1,0,0
57,103,4,-1,0,0
42,385,3,-1,0,0
35,245,2,-1,0,0
41,140,2,-1,0,0
35,124,3,-1,0,0
41,93,3,-1,0,0
30,465,3,-1,0,0
52,197,3,-1,0,0
43,216,3,-1,0,0
37,392,4,-1,0,0
57,407,2,-1,0,0
47,81,2,-1,0,0
43,619,2,-1,0,0
54,81,3,-1,0,0
54,248,3,-1,0,0
39,214,3,-1,0,0
37,201,3,-1,0,0
33,425,3,-1,0,0
44,1669,2,-1,0,1
45,108,6,-1,0,0
35,460,3,-1,0,0
53,272,3,-1,0,0
33,166,3,-1,0,0
53,431,3,-1,0,0
39,377,3,-1,0,0
33,184,2,-1,0,0
53,119,3,-1,0,0
40,123,3,-1,0,0
40,109,8,-1,0,0
51,301,6,-1,0,0
41,257,4,-1,0,0
29,136,6,-1,0,0
35,340,3,-1,0,0
31,387,2,-1,0,0
34,326,11,-1,0,0
43,557,5,-1,0,0
55,512,3,-1,0,0
50,197,5,-1,0,0
43,97,4,-1,0,0
39,109,6,-1,0,0
34,194,3,-1,0,0
58,643,2,-1,0,0
28,1271,2,-1,0,0
53,81,6,-1,0,0
30,244,3,-1,0,0
51,1336,4,-1,0,1
50,111,3,-1,0,0
47,157,3,-1,0,0
55,455,13,-1,0,0
52,218,3,-1,0,0
31,118,3,-1,0,0
31,444,3,-1,0,1
58,185,4,-1,0,0
32,138,3,-1,0,0
50,171,3,-1,0,0
48,304,4,-1,0,0
57,43,4,-1,0,0
35,167,4,-1,0,0
31,347,4,-1,0,0
32,240,3,-1,0,0
36,565,4,-1,0,0
40,716,3,-1,0,0
42,149,3,-1,0,0
51,150,4,-1,0,0
36,615,3,-1,0,0
39,149,4,-1,0,0
39,424,4,-1,0,0
47,364,4,-1,0,0
36,179,3,-1,0,0
37,235,3,-1,0,0
37,330,4,-1,0,0
59,160,10,-1,0,0
36,12,3,-1,0,0
31,77,3,-1,0,0
48,552,3,-1,0,0
46,36,2,-1,0,0
29,46,3,-1,0,0
36,821,3,-1,0,0
49,198,5,-1,0,0
39,894,7,-1,0,1
38,84,6,-1,0,0
43,335,4,-1,0,0
33,250,3,-1,0,0
33,110,3,-1,0,0
36,133,3,-1,0,0
34,78,4,-1,0,0
27,227,4,-1,0,0
40,223,3,-1,0,0
44,164,3,-1,0,0
29,131,4,-1,0,0
38,356,3,-1,0,0
27,116,3,-1,0,0
30,358,6,-1,0,0
35,180,4,-1,0,0
55,252,4,-1,0,0
29,109,3,-1,0,0
44,72,3,-1,0,0
35,102,14,-1,0,0
47,457,3,-1,0,0
51,400,3,-1,0,0
48,123,4,-1,0,0
28,546,2,-1,0,0
52,231,2,-1,0,0
41,321,3,-1,0,0
40,31,19,-1,0,0
29,56,3,-1,0,0
52,170,3,-1,0,0
37,101,3,-1,0,0
56,376,3,-1,0,0
58,656,3,-1,0,0
34,122,4,-1,0,0
59,335,2,-1,0,0
33,136,3,-1,0,0
42,528,3,-1,0,0
59,805,3,-1,0,1
30,21,3,-1,0,0
51,56,3,-1,0,0
37,129,2,-1,0,0
42,129,4,-1,0,0
40,125,3,-1,0,0
52,101,2,-1,0,0
29,169,2,-1,0,0
37,110,2,-1,0,0
32,175,4,-1,0,0
42,231,3,-1,0,0
49,439,2,-1,0,0
59,249,2,-1,0,0
32,353,3,-1,0,0
43,104,3,-1,0,0
39,92,3,-1,0,0
52,131,2,-1,0,0
33,184,2,-1,0,0
60,94,3,-1,0,0
35,164,3,-1,0,0
47,56,4,-1,0,0
34,274,3,-1,0,0
31,75,4,-1,0,0
52,199,4,-1,0,0
43,131,5,-1,0,0
38,138,4,-1,0,0
35,94,3,-1,0,0
53,416,3,-1,0,0
34,659,3,-1,0,0
34,202,3,-1,0,0
41,368,2,-1,0,0
37,265,4,-1,0,0
61,195,7,-1,0,0
45,80,4,-1,0,0
50,401,4,-1,0,0
44,71,4,-1,0,0
59,41,5,-1,0,0
37,280,5,-1,0,0
44,289,2,-1,0,0
38,77,3,-1,0,0
41,63,2,-1,0,0
45,533,3,-1,0,1
26,76,3,-1,0,0
25,1056,2,-1,0,1
33,753,4,-1,0,0
56,80,2,-1,0,0
29,317,3,-1,0,0
35,129,2,-1,0,0
59,237,4,-1,0,0
38,188,3,-1,0,0
58,815,4,-1,0,1
40,117,3,-1,0,0
37,101,2,-1,0,0
48,109,2,-1,0,0
41,315,2,-1,0,0
42,226,3,-1,0,0
26,49,3,-1,0,0
51,121,4,-1,0,0
60,778,3,-1,0,0
41,368,4,-1,0,0
40,103,4,-1,0,0
46,232,3,-1,0,0
43,60,3,-1,0,0
42,87,5,-1,0,0
31,156,4,-1,0,0
56,924,4,-1,0,0
29,65,3,-1,0,0
32,256,5,-1,0,0
51,132,3,-1,0,0
60,207,3,-1,0,0
53,152,4,-1,0,0
34,646,4,-1,0,0
30,808,3,-1,0,1
31,58,2,-1,0,0
42,178,3,-1,0,0
42,56,4,-1,0,0
43,88,3,-1,0,0
54,364,10,-1,0,0
57,177,3,-1,0,0
38,156,4,-1,0,0
27,77,2,-1,0,0
53,200,3,-1,0,0
46,59,2,-1,0,0
29,126,3,-1,0,0
53,174,3,-1,0,0
42,133,4,-1,0,0
53,321,5,-1,0,0
36,201,4,-1,0,0
36,571,3,-1,0,0
36,503,6,-1,0,0
57,377,4,-1,0,0
33,83,3,-1,0,0
58,53,1,-1,0,0
47,106,12,-1,0,0
47,82,2,-1,0,0
40,180,4,-1,0,0
41,135,1,-1,0,0
34,387,5,-1,0,0
45,372,4,-1,0,0
31,128,1,-1,0,0
34,860,4,-1,0,1
47,162,1,-1,0,0
25,246,1,-1,0,0
46,317,1,-1,0,0
42,462,1,-1,0,0
48,277,1,-1,0,0
37,280,6,-1,0,0
29,218,1,-1,0,0
32,317,5,-1,0,0
57,274,1,-1,0,0
34,130,1,-1,0,0
47,116,5,-1,0,0
47,98,2,-1,0,0
28,92,4,-1,0,0
41,141,4,-1,0,0
34,144,1,-1,0,0
36,794,1,-1,0,0
44,90,1,-1,0,0
43,70,1,-1,0,0
45,878,2,-1,0,1
52,193,6,-1,0,0
27,513,5,-1,0,0
27,792,4,-1,0,0
28,355,1,-1,0,0
51,881,1,-1,0,1
29,734,2,-1,0,0
60,981,1,-1,0,1
39,103,4,-1,0,0
46,90,1,-1,0,0
32,820,4,-1,0,1
51,1001,3,-1,0,1
37,348,1,-1,0,0
59,129,1,-1,0,0
36,119,5,-1,0,0
33,94,4,-1,0,0
45,192,3,-1,0,0
27,331,2,-1,0,0
36,779,2,-1,0,0
29,91,2,-1,0,0
43,61,2,-1,0,0
35,555,2,-1,0,0
41,157,5,-1,0,0
25,167,7,-1,0,0
36,83,2,-1,0,0
43,603,11,-1,0,0
60,111,8,-1,0,0
31,211,6,-1,0,0
38,105,7,-1,0,0
37,514,5,-1,0,1
35,479,1,-1,0,0
49,111,5,-1,0,0
45,112,4,-1,0,0
49,541,2,-1,0,0
44,149,4,-1,0,0
32,257,5,-1,0,0
57,98,4,-1,0,0
40,408,4,-1,0,0
32,134,2,-1,0,0
36,306,14,-1,0,0
48,159,2,-1,0,0
31,275,2,-1,0,0
54,68,8,-1,0,0
53,135,5,-1,0,0
30,716,3,-1,0,1
42,257,5,-1,0,0
39,1083,2,-1,0,0
41,955,5,-1,0,1
44,194,5,-1,0,0
42,194,4,-1,0,0
56,123,4,-1,0,0
32,612,4,-1,0,0
36,106,13,-1,0,0
55,85,8,-1,0,0
31,237,7,-1,0,0
31,196,4,-1,0,0
39,179,3,-1,0,0
41,155,2,-1,0,0
40,107,4,-1,0,0
38,260,5,-1,0,0
36,687,7,-1,0,1
39,150,5,-1,0,0
28,673,2,-1,0,0
30,127,5,-1,0,0
54,197,2,-1,0,0
49,275,4,-1,0,0
36,157,5,-1,0,0
50,419,7,-1,0,0
38,146,4,-1,0,0
38,347,4,-1,0,0
36,136,2,-1,0,0
54,357,4,-1,0,0
35,374,5,-1,0,0
33,120,6,-1,0,0
35,323,3,-1,0,0
31,364,2,-1,0,0
36,98,2,-1,0,0
30,84,5,-1,0,0
45,78,4,-1,0,0
50,59,4,-1,0,0
45,395,4,-1,0,0
39,543,6,-1,0,0
58,106,3,-1,0,0
54,209,4,-1,0,0
37,469,4,-1,0,0
31,216,7,-1,0,0
46,769,4,-1,0,1
37,115,5,-1,0,0
29,889,5,-1,0,1
35,547,12,-1,0,0
25,1424,4,-1,0,1
35,490,5,-1,0,0
39,838,3,-1,0,1
40,166,4,-1,0,0
58,270,5,-1,0,0
46,232,4,-1,0,0
49,112,6,-1,0,0
36,118,5,-1,0,0
33,159,6,-1,0,0
52,265,5,-1,0,0
42,419,8,-1,0,0
31,624,6,-1,0,0
54,812,3,-1,0,0
44,97,5,-1,0,0
47,119,8,-1,0,0
27,448,5,-1,0,1
35,632,6,-1,0,1
37,163,6,-1,0,0
51,114,4,-1,0,0
38,32,7,-1,0,0
52,1142,4,-1,0,0
43,87,8,-1,0,0
53,62,5,-1,0,0
60,341,6,-1,0,0
36,160,2,-1,0,0
25,1412,4,-1,0,0
37,61,14,-1,0,0
39,41,6,-1,0,0
36,276,4,-1,0,0
44,208,8,-1,0,0
45,41,4,-1,0,0
32,298,2,-1,0,0
28,767,5,-1,0,1
36,174,5,-1,0,0
29,186,4,-1,0,0
53,350,7,-1,0,0
48,52,8,-1,0,0
49,46,8,-1,0,0
30,510,3,-1,0,0
51,126,4,-1,0,0
38,81,7,-1,0,0
37,464,3,-1,0,0
44,220,5,-1,0,0
57,31,6,-1,0,0
37,64,1,-1,0,0
45,188,3,-1,0,0
33,172,1,-1,0,0
52,135,1,-1,0,0
33,132,1,-1,0,0
28,133,1,-1,0,0
41,141,1,-1,0,0
35,130,6,-1,0,0
32,95,4,-1,0,0
35,221,1,-1,0,0
52,469,7,-1,0,0
56,51,1,-1,0,0
34,578,1,-1,0,1
51,69,2,-1,0,0
54,771,1,-1,0,0
57,164,1,-1,0,0
56,390,2,-1,0,0
